phi, phidot
0.5235991843432148, -0.00141396
0.5235989721882148, -0.00282914
0.5235986184977148, -0.00424467
0.5235981232477148, -0.00566033
0.5235974864342149, -0.00707594
0.5235967080687148, -0.00849137
0.5235957881697149, -0.00990661
0.5235947267542148, -0.0113217
0.5235935238342149, -0.0127367
0.5235921794142149, -0.0141517
0.5235906934942148, -0.0155667
0.5235890660692148, -0.0169818
0.5235872971292148, -0.018397
0.5235853866692148, -0.0198122
0.5235833346892148, -0.0212274
0.5235811411842148, -0.0226427
0.5235788061542148, -0.0240579
0.5235763296042149, -0.0254731
0.5235737115342148, -0.0268883
0.5235709519492149, -0.0283034
0.5235680508492149, -0.0297186
0.5235650082342148, -0.0311337
0.5235618241042148, -0.0325489
0.5235584984542149, -0.0339641
0.5235550312842149, -0.0353793
0.5235514225942148, -0.0367945
0.5235476723792148, -0.0382098
0.5235437806392148, -0.039625
0.5235397473792148, -0.0410402
0.5235355725992148, -0.0424554
0.5235312562992148, -0.0438706
0.5235267984792148, -0.0452858
0.5235221991392148, -0.046701
0.5235174582742148, -0.0481163
0.5235125758842148, -0.0495315
0.5235075519692148, -0.0509468
0.5235023865292149, -0.052362
0.5234970795692149, -0.0537772
0.5234916310842148, -0.0551925
0.5234860410692148, -0.0566078
0.5234803095292149, -0.058023
0.5234744364642149, -0.0594383
0.5234684218692148, -0.0608536
0.5234622657492148, -0.0622688
0.5234559681042148, -0.0636841
0.5234495289292148, -0.0650994
0.5234429482242149, -0.0665147
0.5234362259892148, -0.06793
0.5234293622242149, -0.0693453
0.5234223569292148, -0.0707606
0.5234152101042149, -0.0721759
0.5234079217442148, -0.0735913
0.5234004918492149, -0.0750066
0.5233929204242148, -0.0764219
0.5233852074642148, -0.0778373
0.5233773529692148, -0.0792526
0.5233693569392148, -0.080668
0.5233612193742149, -0.0820833
0.5233529402742149, -0.0834987
0.5233445196342148, -0.0849141
0.5233359574542148, -0.0863295
0.5233272537342148, -0.0877449
0.5233184084742148, -0.0891603
0.5233094216742148, -0.0905757
0.5233002933342148, -0.0919911
0.5232910234542149, -0.0934065
0.5232816120342149, -0.0948219
0.5232720590692148, -0.0962374
0.5232623645592148, -0.0976528
0.5232525285042149, -0.0990683
0.5232425508892148, -0.100484
0.5232324317392149, -0.101899
0.5232221710392149, -0.103315
0.5232117687892148, -0.10473
0.5232012249892148, -0.106146
0.5231905396392148, -0.107561
0.5231797127392148, -0.108977
0.5231687442892149, -0.110392
0.5231576342892148, -0.111808
0.5231463827392149, -0.113223
0.5231349896392148, -0.114639
0.5231234549892149, -0.116054
0.5231117787892149, -0.11747
0.5230999609892149, -0.118886
0.5230880016392149, -0.120301
0.5230759007392148, -0.121717
0.5230636582892149, -0.123132
0.5230512742892148, -0.124548
0.5230387486892148, -0.125964
0.5230260815392148, -0.127379
0.5230132728392148, -0.128795
0.5230003225392148, -0.130211
0.5229872306892148, -0.131626
0.5229739972892148, -0.133042
0.5229606222892148, -0.134458
0.5229471056892149, -0.135874
0.5229334475392149, -0.137289
0.5229196478392149, -0.138705
0.5229057065392149, -0.140121
0.5228916236392148, -0.141537
0.5228773991892148, -0.142952
0.5228630331892148, -0.144368
0.5228485255892148, -0.145784
0.5228338763892149, -0.1472
0.5228190855892149, -0.148616
0.5228041532392148, -0.150031
0.5227890793392148, -0.151447
0.5227738638392149, -0.152863
0.5227585067392149, -0.154279
0.5227430080392148, -0.155695
0.5227273677392148, -0.157111
0.5227115858392148, -0.158527
0.5226956623392148, -0.159943
0.5226795972392149, -0.161359
0.5226633905392148, -0.162775
0.5226470422392149, -0.164191
0.5226305523392148, -0.165607
0.5226139208392149, -0.167023
0.5225971477392148, -0.168439
0.5225802330392149, -0.169855
0.5225631767392148, -0.171271
0.5225459788392148, -0.172687
0.5225286393392149, -0.174103
0.5225111582392148, -0.175519
0.5224935355392148, -0.176935
0.5224757712392148, -0.178351
0.5224578653392148, -0.179767
0.5224398178392149, -0.181183
0.5224216286892148, -0.1826
0.5224032978892148, -0.184016
0.5223848254892148, -0.185432
0.5223662114892148, -0.186848
0.5223474558392148, -0.188265
0.5223285585392149, -0.189681
0.5223095196392148, -0.191097
0.5222903391392149, -0.192513
0.5222710169892149, -0.19393
0.5222515531892148, -0.195346
0.5222319477892149, -0.196762
0.5222122007392148, -0.198179
0.5221923120392148, -0.199595
0.5221722817392148, -0.201011
0.5221521097892149, -0.202428
0.5221317961892148, -0.203844
0.5221113409392149, -0.205261
0.5220907440392148, -0.206677
0.5220700054892149, -0.208094
0.5220491252892149, -0.20951
0.5220281034392148, -0.210927
0.5220069399392149, -0.212343
0.5219856347892149, -0.21376
0.5219641879892148, -0.215176
0.5219425995392148, -0.216593
0.5219208694392149, -0.218009
0.5218989976892149, -0.219426
0.5218769842392148, -0.220843
0.5218548291392149, -0.222259
0.5218325323892148, -0.223676
0.5218100939392148, -0.225093
0.5217875138392148, -0.226509
0.5217647920892149, -0.227926
0.5217419286392149, -0.229343
0.5217189234892149, -0.23076
0.5216957766392148, -0.232177
0.5216724881392149, -0.233593
0.5216490579892148, -0.23501
0.5216254861392149, -0.236427
0.5216017725892148, -0.237844
0.5215779173392149, -0.239261
0.5215539203892149, -0.240678
0.5215297817392148, -0.242095
0.5215055013892148, -0.243512
0.5214810793392148, -0.244929
0.5214565155892148, -0.246346
0.5214318101392148, -0.247763
0.5214069629892149, -0.24918
0.5213819741392148, -0.250597
0.5213568435892149, -0.252014
0.5213315713392148, -0.253431
0.5213061573892148, -0.254848
0.5212806017392149, -0.256265
0.5212549043892148, -0.257682
0.5212290652892149, -0.2591
0.5212030844392148, -0.260517
0.5211769618892148, -0.261934
0.5211506976392148, -0.263351
0.5211242916392148, -0.264769
0.5210977438892148, -0.266186
0.5210710544392149, -0.267603
0.5210442232392148, -0.269021
0.5210172502892149, -0.270438
0.5209901356392148, -0.271855
0.5209628792392148, -0.273273
0.5209354810892148, -0.27469
0.5209079411892148, -0.276108
0.5208802595392148, -0.277525
0.5208524361392148, -0.278943
0.5208244709892148, -0.28036
0.5207963640892148, -0.281778
0.5207681153892149, -0.283196
0.5207397249392148, -0.284613
0.5207111927392148, -0.286031
0.5206825187392149, -0.287449
0.5206537029892149, -0.288866
0.5206247454892149, -0.290284
0.5205956461892148, -0.291702
0.5205664051392148, -0.293119
0.5205370223392148, -0.294537
0.5205074977392148, -0.295955
0.5204778313392149, -0.297373
0.5204480231392148, -0.298791
0.5204180731392148, -0.300209
0.5203879813392148, -0.301627
0.5203577477392148, -0.303045
0.5203273723392149, -0.304463
0.5202968551392149, -0.305881
0.5202661961392149, -0.307299
0.5202353953392148, -0.308717
0.5202044527392149, -0.310135
