phi, phidot
0.5216858851468794, -0.00142412
0.5216856714658794, -0.0028495
0.5216853152288794, -0.00427524
0.5216848164108794, -0.00570112
0.5216841750073794, -0.00712695
0.5216833910298794, -0.0085526
0.5216824644973794, -0.00997805
0.5216813954298795, -0.0114033
0.5216801838398795, -0.0128285
0.5216788297298794, -0.0142537
0.5216773330998794, -0.0156789
0.5216756939448794, -0.0171042
0.5216739122548795, -0.0185296
0.5216719880248795, -0.019955
0.5216699212498794, -0.0213805
0.5216677119298794, -0.0228059
0.5216653600648794, -0.0242314
0.5216628656598794, -0.0256567
0.5216602287198794, -0.0270821
0.5216574492398794, -0.0285075
0.5216545272248794, -0.0299328
0.5216514626748794, -0.0313582
0.5216482555848794, -0.0327836
0.5216449059548794, -0.034209
0.5216414137848794, -0.0356344
0.5216377790748794, -0.0370598
0.5216340018248794, -0.0384852
0.5216300820298794, -0.0399107
0.5216260196898794, -0.0413361
0.5216218148098795, -0.0427615
0.5216174673898795, -0.0441869
0.5216129774298794, -0.0456123
0.5216083449248794, -0.0470378
0.5216035698748794, -0.0484632
0.5215986522848794, -0.0498886
0.5215935921498794, -0.0513141
0.5215883894698794, -0.0527395
0.5215830442448794, -0.054165
0.5215775564748795, -0.0555904
0.5215719261598795, -0.0570159
0.5215661532998794, -0.0584413
0.5215602378948794, -0.0598668
0.5215541799398794, -0.0612923
0.5215479794348794, -0.0627178
0.5215416363798794, -0.0641433
0.5215351507748794, -0.0655688
0.5215285226198794, -0.0669943
0.5215217519148794, -0.0684198
0.5215148386598795, -0.0698453
0.5215077828548794, -0.0712708
0.5215005844998795, -0.0726963
0.5214932435948794, -0.0741218
0.5214857601348795, -0.0755474
0.5214781341198794, -0.0769729
0.5214703655498795, -0.0783985
0.5214624544248794, -0.079824
0.5214544007448794, -0.0812496
0.5214462045098794, -0.0826751
0.5214378657198794, -0.0841007
0.5214293843698794, -0.0855263
0.5214207604598794, -0.0869519
0.5214119939898794, -0.0883775
0.5214030849598794, -0.0898031
0.5213940333698794, -0.0912287
0.5213848392198794, -0.0926543
0.5213755025048794, -0.09408
0.5213660232248795, -0.0955056
0.5213564013848794, -0.0969312
0.5213466369798794, -0.0983569
0.5213367300048795, -0.0997826
0.5213266804748794, -0.101208
0.5213164883748794, -0.102634
0.5213061536748794, -0.10406
0.5212956764248794, -0.105485
0.5212850566248795, -0.106911
0.5212742942248794, -0.108337
0.5212633892748794, -0.109762
0.5212523417748794, -0.111188
0.5212411516748794, -0.112614
0.5212298189748794, -0.11404
0.5212183437248794, -0.115465
0.5212067259248794, -0.116891
0.5211949655248794, -0.118317
0.5211830625248794, -0.119743
0.5211710169248794, -0.121169
0.5211588287748794, -0.122594
0.5211464980748794, -0.12402
0.5211340247748795, -0.125446
0.5211214088748795, -0.126872
0.5211086503748794, -0.128298
0.5210957492748794, -0.129724
0.5210827055748795, -0.13115
0.5210695193248794, -0.132575
0.5210561905248794, -0.134001
0.5210427191248794, -0.135427
0.5210291051248794, -0.136853
0.5210153485248794, -0.138279
0.5210014493248795, -0.139705
0.5209874075248794, -0.141131
0.5209732231248794, -0.142557
0.5209588961248794, -0.143983
0.5209444265248794, -0.145409
0.5209298143248794, -0.146835
0.5209150595248794, -0.148261
0.5209001621248794, -0.149687
0.5208851221248794, -0.151113
0.5208699395248794, -0.152539
0.5208546143248795, -0.153965
0.5208391465248794, -0.155391
0.5208235360748794, -0.156818
0.5208077829748794, -0.158244
0.5207918872748795, -0.15967
0.5207758489748794, -0.161096
0.5207596680748794, -0.162522
0.5207433445748794, -0.163948
0.5207268784748794, -0.165374
0.5207102697248794, -0.166801
0.5206935183248794, -0.168227
0.5206766243248794, -0.169653
0.5206595877248794, -0.171079
0.5206424084748794, -0.172506
0.5206250865748794, -0.173932
0.5206076220748794, -0.175358
0.5205900149248794, -0.176785
0.5205722651248794, -0.178211
0.5205543727248794, -0.179637
0.5205363376748794, -0.181064
0.5205181599748794, -0.18249
0.5204998396748794, -0.183916
0.5204813767248794, -0.185343
0.5204627711248794, -0.186769
0.5204440228748795, -0.188196
0.5204251319748794, -0.189622
0.5204060984748794, -0.191048
0.5203869223248794, -0.192475
0.5203676035248794, -0.193901
0.5203481420748794, -0.195328
0.5203285379248794, -0.196755
0.5203087911248794, -0.198181
0.5202889016748794, -0.199608
0.5202688695748794, -0.201034
0.5202486948248795, -0.202461
0.5202283774248794, -0.203887
0.5202079173748794, -0.205314
0.5201873146248794, -0.206741
0.5201665692248794, -0.208167
0.5201456811748794, -0.209594
0.5201246504248794, -0.211021
0.5201034769748795, -0.212448
0.5200821608748795, -0.213874
0.5200607021248794, -0.215301
0.5200391006748795, -0.216728
0.5200173565248795, -0.218155
0.5199954696748794, -0.219582
0.5199734401748795, -0.221008
0.5199512680248795, -0.222435
0.5199289531748794, -0.223862
0.5199064956248795, -0.225289
0.5198838953748794, -0.226716
0.5198611524248794, -0.228143
0.5198382667748794, -0.22957
0.5198152384248794, -0.230997
0.5197920673748794, -0.232424
0.5197687536248794, -0.233851
0.5197452971748794, -0.235278
0.5197216980248794, -0.236705
0.5196979561748795, -0.238132
0.5196740716248794, -0.239559
0.5196500443748794, -0.240986
0.5196258744248794, -0.242413
0.5196015617248794, -0.243841
0.5195771062748794, -0.245268
0.5195525081248794, -0.246695
0.5195277672748794, -0.248122
0.5195028837248794, -0.249549
0.5194778574248794, -0.250977
0.5194526883748795, -0.252404
0.5194273766248794, -0.253831
0.5194019221248795, -0.255259
0.5193763248748794, -0.256686
0.5193505849248794, -0.258113
0.5193247022248794, -0.259541
0.5192986767748794, -0.260968
0.5192725085748794, -0.262396
0.5192461976248794, -0.263823
0.5192197439248795, -0.265251
0.5191931474748794, -0.266678
0.5191664082748794, -0.268106
0.5191395263248794, -0.269533
0.5191125016248794, -0.270961
0.5190853341748795, -0.272388
0.5190580239748794, -0.273816
0.5190305709748794, -0.275244
0.5190029752248794, -0.276671
0.5189752367248794, -0.278099
0.5189473554248795, -0.279527
0.5189193313248794, -0.280955
0.5188911644748794, -0.282382
0.5188628548748794, -0.28381
0.5188344024748794, -0.285238
0.5188058072748795, -0.286666
0.5187770692748794, -0.288094
0.5187481884748795, -0.289522
0.5187191648748795, -0.29095
0.5186899984748794, -0.292378
0.5186606893248794, -0.293805
0.5186312374248794, -0.295233
0.5186016426748794, -0.296662
0.5185719050748794, -0.29809
0.5185420246748794, -0.299518
0.5185120014748794, -0.300946
0.5184818354748794, -0.302374
0.5184515266748794, -0.303802
0.5184210750748794, -0.30523
0.5183904806748794, -0.306658
0.5183597434248794, -0.308087
0.5183288633248794, -0.309515
0.5182978404248794, -0.310943
0.5182666746748794, -0.312372
0.5182353660748794, -0.3138
0.5182039146748794, -0.315228
0.5181723204248794, -0.316657
0.5181405833248794, -0.318085
0.5181087033748795, -0.319514
0.5180766805748794, -0.320942
0.5180445149248795, -0.322371
0.5180122064248794, -0.323799
0.5179797550748794, -0.325228
0.5179471608748795, -0.326656
0.5179144238248794, -0.328085
0.5178815438748794, -0.329514
0.5178485210748794, -0.330942
0.5178153554248794, -0.332371
0.5177820468748794, -0.3338
0.5177485954748794, -0.335228
0.5177150012248795, -0.336657
0.5176812640748795, -0.338086
0.5176473840248794, -0.339515
0.5176133610748794, -0.340944
0.5175791952248794, -0.342373
0.5175448864748794, -0.343802
0.5175104348248795, -0.345231
0.5174758402748794, -0.34666
0.5174411028248794, -0.348089
0.5174062224748794, -0.349518
0.5173711992248794, -0.350947
0.5173360330748794, -0.352376
0.5173007240248794, -0.353805
0.5172652720748794, -0.355234
0.5172296772248794, -0.356663
0.5171939394248795, -0.358093
0.5171580586748794, -0.359522
0.5171220350248794, -0.360951
0.5170858684248795, -0.362381
0.5170495588748795, -0.36381
0.5170131064248794, -0.365239
0.5169765110248794, -0.366669
0.5169397726748794, -0.368098
0.5169028913748794, -0.369528
0.5168658671248794, -0.370957
0.5168286999248795, -0.372387
0.5167913897748794, -0.373816
0.5167539366748795, -0.375246
0.5167163405748794, -0.376676
0.5166786015248794, -0.378105
0.5166407195248794, -0.379535
0.5166026945248794, -0.380965
0.5165645265248794, -0.382395
0.5165262155248794, -0.383825
0.5164877615748794, -0.385254
0.5164491646748794, -0.386684
0.5164104247748794, -0.388114
0.5163715418748794, -0.389544
0.5163325159748794, -0.390974
0.5162933470748794, -0.392404
0.5162540351748794, -0.393834
0.5162145802748794, -0.395264
0.5161749823748795, -0.396694
0.5161352414248794, -0.398125
0.5160953574248794, -0.399555
0.5160553304248794, -0.400985
0.5160151604248794, -0.402415
0.5159748473748794, -0.403846
0.5159343912748794, -0.405276
0.5158937921748794, -0.406706
0.5158530500248795, -0.408137
0.5158121648248795, -0.409567
0.5157711365748794, -0.410998
0.5157299652748795, -0.412428
0.5156886509248794, -0.413859
0.5156471935248794, -0.415289
0.5156055930748794, -0.41672
0.5155638495748794, -0.41815
0.5155219630248794, -0.419581
0.5154799333748794, -0.421012
0.5154377606248794, -0.422443
0.5153954448248794, -0.423873
0.5153529859748794, -0.425304
0.5153103840248794, -0.426735
0.5152676389748794, -0.428166
0.5152247508248794, -0.429597
0.5151817195748795, -0.431028
0.5151385452248795, -0.432459
0.5150952277748794, -0.43389
0.5150517672248794, -0.435321
0.5150081635748794, -0.436752
0.5149644168248794, -0.438183
0.5149205269248794, -0.439615
0.5148764938748794, -0.441046
0.5148323177248794, -0.442477
0.5147879984748794, -0.443908
0.5147435360748794, -0.44534
0.5146989305248794, -0.446771
0.5146541818248794, -0.448203
0.5146092899748794, -0.449634
0.5145642550248795, -0.451065
0.5145190769248794, -0.452497
0.5144737556248794, -0.453929
0.5144282911748794, -0.45536
0.5143826835748794, -0.456792
0.5143369327748795, -0.458224
0.5142910388248794, -0.459655
0.5142450017248794, -0.461087
0.5141988214248794, -0.462519
0.5141524979248794, -0.463951
0.5141060312248794, -0.465383
0.5140594213248794, -0.466815
0.5140126682248795, -0.468247
0.5139657719248795, -0.469679
0.5139187324248794, -0.471111
0.5138715497248794, -0.472543
0.5138242238248794, -0.473975
0.5137767547248794, -0.475407
0.5137291424248794, -0.476839
0.5136813868748794, -0.478272
0.5136334880748794, -0.479704
0.5135854460748794, -0.481136
0.5135372608248794, -0.482569
0.5134889323248795, -0.484001
0.5134404605748795, -0.485434
0.5133918455748794, -0.486866
0.5133430873248794, -0.488299
0.5132941858248794, -0.489731
0.5132451410748794, -0.491164
0.5131959530248794, -0.492597
0.5131466217248795, -0.494029
0.5130971471748794, -0.495462
0.5130475293248794, -0.496895
0.5129977681748794, -0.498328
0.5129478637248794, -0.499761
0.5128978159748794, -0.501194
0.5128476249248795, -0.502627
0.5127972905748794, -0.50406
0.5127468129248794, -0.505493
0.5126961919748794, -0.506926
0.5126454277248794, -0.508359
0.5125945201748794, -0.509792
0.5125434693248794, -0.511225
0.5124922751248794, -0.512659
0.5124409375748794, -0.514092
0.5123894567248795, -0.515525
0.5123378325248794, -0.516959
0.5122860649748794, -0.518392
0.5122341540748794, -0.519826
0.5121820998248794, -0.521259
0.5121299022248794, -0.522693
0.5120775612748794, -0.524126
0.5120250769748794, -0.52556
0.5119724492748794, -0.526994
0.5119196781748794, -0.528428
0.5118667637248794, -0.529861
0.5118137059248794, -0.531295
0.5117605047248794, -0.532729
0.5117071601248794, -0.534163
0.5116536721248794, -0.535597
0.5116000407248794, -0.537031
0.5115462659248794, -0.538465
0.5114923476748794, -0.5399
0.5114382859748794, -0.541334
